 2.500000E-03  9.984383E-01  1.848682E-03  9.978145E-01
 7.500000E-03  9.970478E-01  3.497044E-03  9.958692E-01
 1.250000E-02  9.957328E-01  5.057845E-03  9.940314E-01
 1.750000E-02  9.934621E-01  7.757273E-03  9.908591E-01
 2.250000E-02  9.906712E-01  1.108073E-02  9.869645E-01
 2.750000E-02  9.869102E-01  1.557259E-02  9.817227E-01
 3.250000E-02  9.823232E-01  2.106953E-02  9.753405E-01
 3.750000E-02  9.768023E-01  2.771397E-02  9.676742E-01
 4.250000E-02  9.704728E-01  3.536886E-02  9.589062E-01
 4.750000E-02  9.634202E-01  4.394601E-02  9.491628E-01
 5.250000E-02  9.558079E-01  5.326056E-02  9.386776E-01
 5.750000E-02  9.477795E-01  6.314902E-02  9.276548E-01
 6.250000E-02  9.394681E-01  7.345658E-02  9.162826E-01
 6.750000E-02  9.309535E-01  8.409183E-02  9.046738E-01
 7.250000E-02  9.223699E-01  9.486761E-02  8.930124E-01
 7.750000E-02  9.139070E-01  1.055912E-01  8.815581E-01
 8.250000E-02  9.055512E-01  1.162521E-01  8.702907E-01
 8.750000E-02  8.973009E-01  1.268756E-01  8.592064E-01
 9.250000E-02  8.891309E-01  1.374496E-01  8.482702E-01
 9.750000E-02  8.810489E-01  1.479987E-01  8.374913E-01
 1.025000E-01  8.730507E-01  1.585287E-01  8.268632E-01
 1.075000E-01  8.651125E-01  1.690171E-01  8.163534E-01
 1.125000E-01  8.572605E-01  1.795065E-01  8.059956E-01
 1.175000E-01  8.494750E-01  1.899750E-01  7.957630E-01
 1.225000E-01  8.417475E-01  2.004154E-01  7.856437E-01
 1.275000E-01  8.340951E-01  2.108583E-01  7.756594E-01
 1.325000E-01  8.265084E-01  2.212907E-01  7.657970E-01
 1.375000E-01  8.189743E-01  2.316992E-01  7.560389E-01
 1.425000E-01  8.115059E-01  2.421051E-01  7.464012E-01
 1.475000E-01  8.041052E-01  2.525123E-01  7.368859E-01
 1.525000E-01  7.967559E-01  2.629010E-01  7.274715E-01
 1.575000E-01  7.894635E-01  2.732790E-01  7.181642E-01
 1.625000E-01  7.822353E-01  2.836612E-01  7.089727E-01
 1.675000E-01  7.750650E-01  2.940375E-01  6.998884E-01
 1.725000E-01  7.679444E-01  3.043990E-01  6.909006E-01
 1.775000E-01  7.608809E-01  3.147570E-01  6.820176E-01
 1.825000E-01  7.538784E-01  3.251192E-01  6.732439E-01
 1.875000E-01  7.469283E-01  3.354729E-01  6.645680E-01
 1.925000E-01  7.400280E-01  3.458157E-01  6.559862E-01
 1.975000E-01  7.331830E-01  3.561578E-01  6.475049E-01
 2.025000E-01  7.263959E-01  3.665032E-01  6.391266E-01
 2.075000E-01  7.196585E-01  3.768404E-01  6.308407E-01
 2.125000E-01  7.129703E-01  3.871690E-01  6.226459E-01
 2.175000E-01  7.063354E-01  3.974975E-01  6.145467E-01
 2.225000E-01  6.997560E-01  4.078292E-01  6.065454E-01
 2.275000E-01  6.932252E-01  4.181540E-01  5.986329E-01
 2.325000E-01  6.867421E-01  4.284713E-01  5.908077E-01
 2.375000E-01  6.803102E-01  4.387877E-01  5.830735E-01
 2.425000E-01  6.739317E-01  4.491075E-01  5.754324E-01
