 2.475000E-01  6.676015E-01  4.594226E-01  5.678778E-01
 2.525000E-01  6.613174E-01  4.697303E-01  5.604064E-01
 2.575000E-01  6.550823E-01  4.800360E-01  5.530215E-01
 2.625000E-01  6.488993E-01  4.903448E-01  5.457252E-01
 2.675000E-01  6.427626E-01  5.006520E-01  5.385139E-01
 2.725000E-01  6.366764E-01  5.109517E-01  5.313822E-01
 2.775000E-01  6.306244E-01  5.212479E-01  5.243324E-01
 2.825000E-01  6.246453E-01  5.315459E-01  5.173664E-01
 2.875000E-01  6.186777E-01  5.418455E-01  5.104841E-01
 2.925000E-01  6.128021E-01  5.521383E-01  5.036788E-01
 2.975000E-01  6.069250E-01  5.624258E-01  4.969508E-01
 3.025000E-01  6.011221E-01  5.727130E-01  4.903024E-01
 3.075000E-01  5.953726E-01  5.830032E-01  4.837350E-01
 3.125000E-01  5.896311E-01  5.932900E-01  4.772438E-01
 3.175000E-01  5.839780E-01  6.035695E-01  4.708259E-01
 3.225000E-01  5.783524E-01  6.138458E-01  4.644831E-01
 3.275000E-01  5.727445E-01  6.241244E-01  4.582177E-01
 3.325000E-01  5.672317E-01  6.344039E-01  4.520288E-01
 3.375000E-01  5.617478E-01  6.446754E-01  4.459098E-01
 3.425000E-01  5.562647E-01  6.549405E-01  4.398616E-01
 3.475000E-01  5.508661E-01  6.652049E-01  4.338869E-01
 3.525000E-01  5.455325E-01  6.754727E-01  4.279870E-01
 3.575000E-01  5.401973E-01  6.857363E-01  4.221572E-01
 3.625000E-01  5.348984E-01  6.959899E-01  4.163938E-01
 3.675000E-01  5.296894E-01  7.062383E-01  4.106994E-01
 3.725000E-01  5.245203E-01  7.164890E-01  4.050768E-01
 3.775000E-01  5.193481E-01  7.267413E-01  3.995259E-01
 3.825000E-01  5.142264E-01  7.369813E-01  3.940393E-01
 3.875000E-01  5.091913E-01  7.472088E-01  3.886168E-01
 3.925000E-01  5.041945E-01  7.574322E-01  3.832629E-01
 3.975000E-01  4.991936E-01  7.676614E-01  3.779828E-01
 4.025000E-01  4.942447E-01  7.778834E-01  3.727712E-01
 4.075000E-01  4.893719E-01  7.880712E-01  3.676149E-01
 4.125000E-01  4.845559E-01  7.982482E-01  3.625262E-01
 4.175000E-01  4.797699E-01  8.084420E-01  3.575214E-01
 4.225000E-01  4.749698E-01  8.185844E-01  3.525709E-01
 4.275000E-01  4.702587E-01  8.287073E-01  3.476933E-01
 4.325000E-01  4.656695E-01  8.388445E-01  3.429109E-01
 4.375000E-01  4.610814E-01  8.488461E-01  3.381634E-01
 4.425000E-01  4.565191E-01  8.588142E-01  3.335065E-01
 4.475000E-01  4.520990E-01  8.688678E-01  3.290254E-01
 4.525000E-01  4.476551E-01  8.784910E-01  3.245280E-01
 4.575000E-01  4.434182E-01  8.880150E-01  3.202253E-01
 4.625000E-01  4.395939E-01  8.975965E-01  3.163147E-01
 4.675000E-01  4.356113E-01  9.056018E-01  3.122726E-01
 4.725000E-01  4.323272E-01  9.134456E-01  3.090069E-01
 4.775000E-01  4.298788E-01  9.205913E-01  3.066622E-01
 4.825000E-01  4.274879E-01  9.240453E-01  3.042951E-01
 4.875000E-01  4.263740E-01  9.264040E-01  3.030670E-01
 4.925000E-01  4.262562E-01  9.283521E-01  3.029111E-01
 4.975000E-01  4.261555E-01  9.289023E-01  3.028351E-01
 5.025000E-01  4.259855E-01  9.287789E-01  3.027360E-01
 5.075000E-01  4.258398E-01  9.284566E-01  3.026030E-01
 5.125000E-01  4.258241E-01  9.283113E-01  3.025715E-01
 5.175000E-01  4.259044E-01  9.282464E-01  3.026194E-01
 5.225000E-01  4.260465E-01  9.283052E-01  3.027318E-01
 5.275000E-01  4.261565E-01  9.283766E-01  3.028537E-01
 5.325000E-01  4.262129E-01  9.283057E-01  3.029251E-01
 5.375000E-01  4.262118E-01  9.280873E-01  3.029332E-01
 5.425000E-01  4.261774E-01  9.278069E-01  3.029038E-01
 5.475000E-01  4.261850E-01  9.276343E-01  3.029055E-01
 5.525000E-01  4.262483E-01  9.276152E-01  3.029560E-01
 5.575000E-01  4.263379E-01  9.277044E-01  3.030384E-01
 5.625000E-01  4.263894E-01  9.277484E-01  3.030933E-01
 5.675000E-01  4.263996E-01  9.277020E-01  3.031070E-01
 5.725000E-01  4.263775E-01  9.275852E-01  3.030890E-01
 5.775000E-01  4.263519E-01  9.274555E-01  3.030630E-01
 5.825000E-01  4.263607E-01  9.274065E-01  3.030686E-01
 5.875000E-01  4.263951E-01  9.274169E-01  3.030965E-01
 5.925000E-01  4.264431E-01  9.274717E-01  3.031403E-01
 5.975000E-01  4.264653E-01  9.274831E-01  3.031624E-01
 6.025000E-01  4.264659E-01  9.274551E-01  3.031638E-01
 6.075000E-01  4.264473E-01  9.273929E-01  3.031471E-01
 6.125000E-01  4.264345E-01  9.273477E-01  3.031349E-01
 6.175000E-01  4.264376E-01  9.273427E-01  3.031372E-01
 6.225000E-01  4.264506E-01  9.273651E-01  3.031475E-01
 6.275000E-01  4.264661E-01  9.274040E-01  3.031596E-01
 6.325000E-01  4.264676E-01  9.274238E-01  3.031592E-01
 6.375000E-01  4.264622E-01  9.274266E-01  3.031508E-01
 6.425000E-01  4.264497E-01  9.274131E-01  3.031364E-01
 6.475000E-01  4.264386E-01  9.274061E-01  3.031256E-01
 6.525000E-01  4.264353E-01  9.274150E-01  3.031225E-01
 6.575000E-01  4.264382E-01  9.274361E-01  3.031256E-01
 6.625000E-01  4.264421E-01  9.274602E-01  3.031294E-01
 6.675000E-01  4.264408E-01  9.274732E-01  3.031279E-01
 6.725000E-01  4.264351E-01  9.274730E-01  3.031217E-01
 6.775000E-01  4.264271E-01  9.274624E-01  3.031135E-01
 6.825000E-01  4.264246E-01  9.274586E-01  3.031111E-01
 6.875000E-01  4.264258E-01  9.274592E-01  3.031128E-01
 6.925000E-01  4.264296E-01  9.274676E-01  3.031173E-01
 6.975000E-01  4.264318E-01  9.274744E-01  3.031196E-01
 7.025000E-01  4.264317E-01  9.274755E-01  3.031190E-01
 7.075000E-01  4.264313E-01  9.274713E-01  3.031169E-01
 7.125000E-01  4.264305E-01  9.274642E-01  3.031143E-01
 7.175000E-01  4.264318E-01  9.274620E-01  3.031142E-01
 7.225000E-01  4.264348E-01  9.274619E-01  3.031154E-01
 7.275000E-01  4.264377E-01  9.274629E-01  3.031181E-01
 7.325000E-01  4.264394E-01  9.274627E-01  3.031215E-01
 7.375000E-01  4.264399E-01  9.274597E-01  3.031237E-01
 7.425000E-01  4.264374E-01  9.274540E-01  3.031231E-01
 7.475000E-01  4.264319E-01  9.274503E-01  3.031215E-01
 7.525000E-01  4.264263E-01  9.274503E-01  3.031210E-01
 7.575000E-01  4.264222E-01  9.274510E-01  3.031218E-01
 7.625000E-01  4.264176E-01  9.274504E-01  3.031238E-01
 7.675000E-01  4.264100E-01  9.274492E-01  3.031268E-01
 7.725000E-01  4.263973E-01  9.274465E-01  3.031279E-01
 7.775000E-01  4.263772E-01  9.274433E-01  3.031272E-01
 7.825000E-01  4.263494E-01  9.274413E-01  3.031262E-01
 7.875000E-01  4.263123E-01  9.274414E-01  3.031259E-01
 7.925000E-01  4.262615E-01  9.274428E-01  3.031261E-01
 7.975000E-01  4.261908E-01  9.274454E-01  3.031268E-01
 8.025000E-01  4.260899E-01  9.274465E-01  3.031271E-01
 8.075000E-01  4.259446E-01  9.274458E-01  3.031272E-01
 8.125000E-01  4.257328E-01  9.274434E-01  3.031276E-01
 8.175000E-01  4.254153E-01  9.274403E-01  3.031276E-01
 8.225000E-01  4.249261E-01  9.274404E-01  3.031276E-01
 8.275000E-01  4.241548E-01  9.274436E-01  3.031266E-01
 8.325000E-01  4.229258E-01  9.274481E-01  3.031257E-01
 8.375000E-01  4.209676E-01  9.274498E-01  3.031255E-01
 8.425000E-01  4.178819E-01  9.274487E-01  3.031260E-01
 8.475000E-01  4.131158E-01  9.274448E-01  3.031273E-01
 8.525000E-01  4.059440E-01  9.274433E-01  3.031279E-01
 8.575000E-01  3.954777E-01  9.274437E-01  3.031279E-01
 8.625000E-01  3.807048E-01  9.274464E-01  3.031269E-01
 8.675000E-01  3.605814E-01  9.274491E-01  3.031264E-01
 8.725000E-01  3.341683E-01  9.274494E-01  3.031260E-01
 8.775000E-01  3.069614E-01  9.274490E-01  3.031260E-01
 8.825000E-01  2.892253E-01  9.274478E-01  3.031261E-01
 8.875000E-01  2.784531E-01  9.274469E-01  3.031262E-01
 8.925000E-01  2.722027E-01  9.274468E-01  3.031263E-01
 8.975000E-01  2.687445E-01  9.274468E-01  3.031265E-01
 9.025000E-01  2.669337E-01  9.274465E-01  3.031270E-01
 9.075000E-01  2.660496E-01  9.274465E-01  3.031272E-01
 9.125000E-01  2.656588E-01  9.274468E-01  3.031271E-01
 9.175000E-01  2.655120E-01  9.274484E-01  3.031266E-01
 9.225000E-01  2.654732E-01  9.274516E-01  3.031254E-01
 9.275000E-01  2.654712E-01  9.274589E-01  3.031230E-01
 9.325000E-01  2.654840E-01  9.274807E-01  3.031157E-01
 9.375000E-01  2.655186E-01  9.275478E-01  3.030934E-01
 9.425000E-01  2.655074E-01  9.277365E-01  3.030304E-01
 9.475000E-01  2.654267E-01  9.282278E-01  3.028660E-01
 9.525000E-01  2.651971E-01  9.293778E-01  3.024809E-01
 9.575000E-01  2.647768E-01  9.313988E-01  3.018040E-01
 9.625000E-01  2.644281E-01  9.330487E-01  3.012519E-01
 9.675000E-01  2.642063E-01  9.340264E-01  3.009311E-01
 9.725000E-01  2.641024E-01  9.344783E-01  3.007746E-01
 9.775000E-01  2.640482E-01  9.346378E-01  3.007123E-01
 9.825000E-01  2.640213E-01  9.346940E-01  3.006978E-01
 9.875000E-01  2.640185E-01  9.347118E-01  3.006967E-01
 9.925000E-01  2.640198E-01  9.347128E-01  3.006960E-01
 9.975000E-01  2.640244E-01  9.347105E-01  3.006953E-01
