 2.500000E-03  1.000000E+00  0.000000E+00  0.000000E+00  1.000000E+00
 7.500000E-03  1.000000E+00  0.000000E+00  0.000000E+00  1.000000E+00
 1.250000E-02  1.000000E+00  0.000000E+00 -1.977466E-36  1.000000E+00
 1.750000E-02  9.986708E-01  1.572735E-03 -1.353308E-18  9.981403E-01
 2.250000E-02  9.937099E-01  7.459708E-03 -5.068160E-18  9.912066E-01
 2.750000E-02  9.870825E-01  1.536038E-02 -1.304452E-17  9.819647E-01
 3.250000E-02  9.797744E-01  2.412291E-02 -1.939228E-18  9.718019E-01
 3.750000E-02  9.721776E-01  3.328756E-02  4.668971E-17  9.612696E-01
 4.250000E-02  9.644462E-01  4.267389E-02  3.263686E-17  9.505843E-01
 4.750000E-02  9.566482E-01  5.220239E-02  2.525917E-17  9.398416E-01
 5.250000E-02  9.488176E-01  6.183338E-02  3.964881E-17  9.290892E-01
 5.750000E-02  9.409749E-01  7.154323E-02 -1.745315E-18  9.183558E-01
 6.250000E-02  9.331335E-01  8.131638E-02  7.720445E-17  9.076598E-01
 6.750000E-02  9.253032E-01  9.114165E-02 -1.275151E-17  8.970146E-01
 7.250000E-02  9.174910E-01  1.010107E-01 -2.587998E-17  8.864300E-01
 7.750000E-02  9.097024E-01  1.109169E-01 -1.681645E-17  8.759132E-01
 8.250000E-02  9.019417E-01  1.208554E-01 -3.289222E-17  8.654699E-01
 8.750000E-02  8.942124E-01  1.308220E-01 -4.145472E-17  8.551045E-01
 9.250000E-02  8.865171E-01  1.408134E-01  3.445587E-18  8.448202E-01
 9.750000E-02  8.788581E-01  1.508268E-01  5.379450E-18  8.346198E-01
 1.025000E-01  8.712372E-01  1.608600E-01 -4.975886E-18  8.245053E-01
 1.075000E-01  8.636558E-01  1.709111E-01  6.583484E-18  8.144783E-01
 1.125000E-01  8.561151E-01  1.809783E-01 -5.008391E-17  8.045401E-01
 1.175000E-01  8.486163E-01  1.910604E-01 -3.448666E-17  7.946917E-01
 1.225000E-01  8.411601E-01  2.011560E-01 -4.462087E-17  7.849338E-01
 1.275000E-01  8.337473E-01  2.112641E-01 -3.156935E-17  7.752669E-01
 1.325000E-01  8.263785E-01  2.213837E-01  1.336522E-17  7.656913E-01
 1.375000E-01  8.190542E-01  2.315141E-01 -1.954336E-17  7.562073E-01
 1.425000E-01  8.117747E-01  2.416545E-01  7.695237E-17  7.468150E-01
 1.475000E-01  8.045404E-01  2.518041E-01  1.122780E-16  7.375143E-01
 1.525000E-01  7.973517E-01  2.619625E-01  1.057653E-17  7.283052E-01
 1.575000E-01  7.902087E-01  2.721291E-01 -8.278879E-18  7.191876E-01
 1.625000E-01  7.831116E-01  2.823034E-01 -7.902997E-18  7.101611E-01
 1.675000E-01  7.760606E-01  2.924850E-01 -1.032524E-17  7.012257E-01
 1.725000E-01  7.690558E-01  3.026734E-01  8.372078E-18  6.923808E-01
 1.775000E-01  7.620973E-01  3.128682E-01  2.073553E-17  6.836263E-01
 1.825000E-01  7.551851E-01  3.230693E-01  2.180458E-17  6.749615E-01
