     1 1.00000E+00  1.00000E+00  1.00000E+00  1.00000E+00
     2 9.92382E-01  9.97422E-01  9.92197E-01  9.91832E-01
     3 9.84840E-01  9.94893E-01  9.84509E-01  9.83744E-01
     4 9.77371E-01  9.92412E-01  9.76935E-01  9.75736E-01
     5 9.69977E-01  9.89978E-01  9.69473E-01  9.67807E-01
     6 9.62655E-01  9.87592E-01  9.62123E-01  9.59956E-01
     7 9.55404E-01  9.85251E-01  9.54884E-01  9.52182E-01
     8 9.48225E-01  9.82955E-01  9.47754E-01  9.44485E-01
     9 9.41117E-01  9.80703E-01  9.40732E-01  9.36863E-01
    10 9.34078E-01  9.78495E-01  9.33817E-01  9.29317E-01
    11 9.27108E-01  9.76330E-01  9.27008E-01  9.21844E-01
    12 9.20206E-01  9.74207E-01  9.20304E-01  9.14445E-01
    13 9.13371E-01  9.72126E-01  9.13704E-01  9.07118E-01
    14 9.06603E-01  9.70085E-01  9.07206E-01  8.99864E-01
    15 8.99901E-01  9.68084E-01  9.00810E-01  8.92680E-01
    16 8.93264E-01  9.66122E-01  8.94515E-01  8.85566E-01
    17 8.86692E-01  9.64199E-01  8.88318E-01  8.78522E-01
    18 8.80184E-01  9.62314E-01  8.82220E-01  8.71547E-01
    19 8.73739E-01  9.60466E-01  8.76219E-01  8.64640E-01
    20 8.67357E-01  9.58655E-01  8.70315E-01  8.57800E-01
    21 8.61036E-01  9.56879E-01  8.64505E-01  8.51027E-01
    22 8.54777E-01  9.55139E-01  8.58789E-01  8.44320E-01
    23 8.48578E-01  9.53434E-01  8.53167E-01  8.37679E-01
    24 8.42439E-01  9.51762E-01  8.47636E-01  8.31102E-01
    25 8.36360E-01  9.50124E-01  8.42196E-01  8.24589E-01
    26 8.30339E-01  9.48519E-01  8.36846E-01  8.18139E-01
    27 8.24376E-01  9.46946E-01  8.31584E-01  8.11753E-01
    28 8.18471E-01  9.45405E-01  8.26411E-01  8.05428E-01
    29 8.12622E-01  9.43895E-01  8.21324E-01  7.99164E-01
    30 8.06830E-01  9.42415E-01  8.16322E-01  7.92961E-01
    31 8.01094E-01  9.40965E-01  8.11406E-01  7.86819E-01
    32 7.95412E-01  9.39545E-01  8.06573E-01  7.80736E-01
    33 7.89785E-01  9.38154E-01  8.01823E-01  7.74711E-01
    34 7.84212E-01  9.36790E-01  7.97154E-01  7.68746E-01
    35 7.78692E-01  9.35455E-01  7.92566E-01  7.62837E-01
    36 7.73225E-01  9.34147E-01  7.88057E-01  7.56986E-01
    37 7.67811E-01  9.32866E-01  7.83627E-01  7.51192E-01
    38 7.62448E-01  9.31610E-01  7.79275E-01  7.45453E-01
    39 7.57136E-01  9.30381E-01  7.75000E-01  7.39770E-01
    40 7.51875E-01  9.29177E-01  7.70800E-01  7.34142E-01
    41 7.46664E-01  9.27998E-01  7.66675E-01  7.28568E-01
    42 7.41503E-01  9.26843E-01  7.62623E-01  7.23048E-01
    43 7.36390E-01  9.25712E-01  7.58645E-01  7.17581E-01
    44 7.31327E-01  9.24604E-01  7.54738E-01  7.12166E-01
    45 7.26311E-01  9.23519E-01  7.50902E-01  7.06804E-01
    46 7.21343E-01  9.22457E-01  7.47136E-01  7.01493E-01
    47 7.16422E-01  9.21417E-01  7.43439E-01  6.96234E-01
    48 7.11548E-01  9.20399E-01  7.39810E-01  6.91025E-01
    49 7.06720E-01  9.19402E-01  7.36248E-01  6.85866E-01
    50 7.01938E-01  9.18425E-01  7.32753E-01  6.80757E-01
    51 6.97200E-01  9.17469E-01  7.29322E-01  6.75696E-01
    52 6.92508E-01  9.16533E-01  7.25956E-01  6.70685E-01
    53 6.87860E-01  9.15617E-01  7.22653E-01  6.65721E-01
    54 6.83256E-01  9.14720E-01  7.19413E-01  6.60805E-01
    55 6.78695E-01  9.13842E-01  7.16235E-01  6.55937E-01
    56 6.74177E-01  9.12982E-01  7.13117E-01  6.51115E-01
    57 6.69701E-01  9.12141E-01  7.10059E-01  6.46339E-01
    58 6.65268E-01  9.11317E-01  7.07060E-01  6.41609E-01
    59 6.60877E-01  9.10511E-01  7.04119E-01  6.36924E-01
    60 6.56526E-01  9.09722E-01  7.01235E-01  6.32285E-01
    61 6.52217E-01  9.08949E-01  6.98408E-01  6.27689E-01
    62 6.47948E-01  9.08193E-01  6.95636E-01  6.23138E-01
    63 6.43719E-01  9.07453E-01  6.92919E-01  6.18630E-01
    64 6.39529E-01  9.06729E-01  6.90255E-01  6.14166E-01
    65 6.35379E-01  9.06020E-01  6.87645E-01  6.09744E-01
    66 6.31267E-01  9.05327E-01  6.85087E-01  6.05364E-01
    67 6.27195E-01  9.04648E-01  6.82579E-01  6.01027E-01
    68 6.23160E-01  9.03983E-01  6.80123E-01  5.96730E-01
    69 6.19163E-01  9.03333E-01  6.77716E-01  5.92475E-01
    70 6.15203E-01  9.02697E-01  6.75358E-01  5.88261E-01
    71 6.11280E-01  9.02075E-01  6.73048E-01  5.84087E-01
    72 6.07393E-01  9.01466E-01  6.70786E-01  5.79953E-01
    73 6.03543E-01  9.00870E-01  6.68570E-01  5.75859E-01
    74 5.99729E-01  9.00287E-01  6.66399E-01  5.71803E-01
    75 5.95950E-01  8.99716E-01  6.64274E-01  5.67787E-01
    76 5.92207E-01  8.99158E-01  6.62193E-01  5.63809E-01
    77 5.88498E-01  8.98612E-01  6.60155E-01  5.59868E-01
    78 5.84824E-01  8.98078E-01  6.58160E-01  5.55966E-01
    79 5.81184E-01  8.97555E-01  6.56207E-01  5.52101E-01
    80 5.77578E-01  8.97044E-01  6.54296E-01  5.48273E-01
    81 5.74005E-01  8.96543E-01  6.52425E-01  5.44481E-01
    82 5.70465E-01  8.96054E-01  6.50593E-01  5.40726E-01
    83 5.66958E-01  8.95575E-01  6.48801E-01  5.37007E-01
    84 5.63484E-01  8.95107E-01  6.47048E-01  5.33323E-01
    85 5.60042E-01  8.94649E-01  6.45332E-01  5.29675E-01
    86 5.56632E-01  8.94201E-01  6.43653E-01  5.26062E-01
    87 5.53253E-01  8.93762E-01  6.42010E-01  5.22483E-01
    88 5.49906E-01  8.93334E-01  6.40404E-01  5.18938E-01
    89 5.46590E-01  8.92914E-01  6.38832E-01  5.15428E-01
    90 5.43304E-01  8.92504E-01  6.37295E-01  5.11951E-01
    91 5.40049E-01  8.92103E-01  6.35792E-01  5.08507E-01
    92 5.36824E-01  8.91711E-01  6.34321E-01  5.05097E-01
    93 5.33629E-01  8.91327E-01  6.32884E-01  5.01719E-01
    94 5.30463E-01  8.90952E-01  6.31478E-01  4.98374E-01
    95 5.27326E-01  8.90585E-01  6.30104E-01  4.95061E-01
    96 5.24219E-01  8.90226E-01  6.28760E-01  4.91779E-01
    97 5.21140E-01  8.89875E-01  6.27447E-01  4.88529E-01
    98 5.18090E-01  8.89532E-01  6.26163E-01  4.85311E-01
    99 5.15068E-01  8.89196E-01  6.24908E-01  4.82123E-01
   100 5.12073E-01  8.88868E-01  6.23681E-01  4.78966E-01
   101 5.09107E-01  8.88547E-01  6.22483E-01  4.75839E-01
   102 5.06168E-01  8.88234E-01  6.21311E-01  4.72743E-01
   103 5.03255E-01  8.87927E-01  6.20167E-01  4.69676E-01
   104 5.00370E-01  8.87627E-01  6.19048E-01  4.66639E-01
   105 4.97512E-01  8.87333E-01  6.17956E-01  4.63632E-01
   106 4.94679E-01  8.87047E-01  6.16889E-01  4.60653E-01
   107 4.91873E-01  8.86766E-01  6.15846E-01  4.57703E-01
   108 4.89093E-01  8.86492E-01  6.14827E-01  4.54782E-01
   109 4.86339E-01  8.86224E-01  6.13832E-01  4.51889E-01
   110 4.83610E-01  8.85962E-01  6.12861E-01  4.49024E-01
   111 4.80906E-01  8.85706E-01  6.11912E-01  4.46187E-01
   112 4.78227E-01  8.85455E-01  6.10985E-01  4.43377E-01
   113 4.75573E-01  8.85211E-01  6.10081E-01  4.40595E-01
   114 4.72943E-01  8.84971E-01  6.09197E-01  4.37839E-01
   115 4.70338E-01  8.84737E-01  6.08335E-01  4.35111E-01
   116 4.67756E-01  8.84509E-01  6.07492E-01  4.32409E-01
   117 4.65199E-01  8.84285E-01  6.06670E-01  4.29733E-01
   118 4.62665E-01  8.84066E-01  6.05868E-01  4.27084E-01
   119 4.60154E-01  8.83853E-01  6.05085E-01  4.24460E-01
   120 4.57667E-01  8.83644E-01  6.04320E-01  4.21862E-01
   121 4.55203E-01  8.83440E-01  6.03574E-01  4.19289E-01
   122 4.52761E-01  8.83240E-01  6.02846E-01  4.16742E-01
   123 4.50343E-01  8.83045E-01  6.02135E-01  4.14220E-01
   124 4.47946E-01  8.82855E-01  6.01442E-01  4.11722E-01
   125 4.45572E-01  8.82668E-01  6.00765E-01  4.09249E-01
   126 4.43219E-01  8.82486E-01  6.00105E-01  4.06800E-01
   127 4.40889E-01  8.82309E-01  5.99461E-01  4.04375E-01
   128 4.38580E-01  8.82135E-01  5.98833E-01  4.01975E-01
   129 4.36292E-01  8.81965E-01  5.98220E-01  3.99597E-01
   130 4.34026E-01  8.81799E-01  5.97622E-01  3.97244E-01
   131 4.31781E-01  8.81636E-01  5.97039E-01  3.94914E-01
   132 4.29556E-01  8.81478E-01  5.96470E-01  3.92607E-01
   133 4.27353E-01  8.81323E-01  5.95915E-01  3.90322E-01
   134 4.25169E-01  8.81171E-01  5.95374E-01  3.88061E-01
   135 4.23006E-01  8.81023E-01  5.94847E-01  3.85822E-01
   136 4.20863E-01  8.80879E-01  5.94332E-01  3.83605E-01
   137 4.18741E-01  8.80737E-01  5.93830E-01  3.81411E-01
   138 4.16637E-01  8.80599E-01  5.93341E-01  3.79238E-01
   139 4.14554E-01  8.80464E-01  5.92864E-01  3.77087E-01
   140 4.12490E-01  8.80333E-01  5.92399E-01  3.74958E-01
   141 4.10445E-01  8.80204E-01  5.91946E-01  3.72850E-01
   142 4.08419E-01  8.80078E-01  5.91504E-01  3.70764E-01
   143 4.06413E-01  8.79955E-01  5.91074E-01  3.68698E-01
   144 4.04425E-01  8.79835E-01  5.90654E-01  3.66654E-01
   145 4.02455E-01  8.79717E-01  5.90244E-01  3.64630E-01
   146 4.00504E-01  8.79603E-01  5.89846E-01  3.62626E-01
   147 3.98572E-01  8.79491E-01  5.89457E-01  3.60643E-01
   148 3.96657E-01  8.79381E-01  5.89078E-01  3.58680E-01
   149 3.94761E-01  8.79275E-01  5.88709E-01  3.56737E-01
   150 3.92882E-01  8.79170E-01  5.88349E-01  3.54814E-01
   151 3.91021E-01  8.79068E-01  5.87998E-01  3.52911E-01
   152 3.89178E-01  8.78968E-01  5.87657E-01  3.51027E-01
   153 3.87352E-01  8.78871E-01  5.87324E-01  3.49162E-01
   154 3.85543E-01  8.78776E-01  5.87000E-01  3.47317E-01
   155 3.83751E-01  8.78683E-01  5.86684E-01  3.45490E-01
   156 3.81977E-01  8.78593E-01  5.86376E-01  3.43683E-01
   157 3.80219E-01  8.78504E-01  5.86076E-01  3.41894E-01
   158 3.78478E-01  8.78417E-01  5.85784E-01  3.40124E-01
   159 3.76753E-01  8.78333E-01  5.85499E-01  3.38372E-01
   160 3.75045E-01  8.78250E-01  5.85222E-01  3.36639E-01
   161 3.73353E-01  8.78170E-01  5.84952E-01  3.34924E-01
   162 3.71677E-01  8.78091E-01  5.84688E-01  3.33226E-01
   163 3.70017E-01  8.78014E-01  5.84432E-01  3.31547E-01
   164 3.68373E-01  8.77939E-01  5.84183E-01  3.29885E-01
   165 3.66745E-01  8.77866E-01  5.83940E-01  3.28241E-01
   166 3.65132E-01  8.77794E-01  5.83703E-01  3.26614E-01
   167 3.63535E-01  8.77724E-01  5.83472E-01  3.25004E-01
   168 3.61953E-01  8.77656E-01  5.83248E-01  3.23411E-01
   169 3.60386E-01  8.77590E-01  5.83029E-01  3.21836E-01
   170 3.58835E-01  8.77525E-01  5.82816E-01  3.20277E-01
   171 3.57298E-01  8.77461E-01  5.82608E-01  3.18735E-01
   172 3.55776E-01  8.77399E-01  5.82406E-01  3.17209E-01
   173 3.54269E-01  8.77339E-01  5.82210E-01  3.15700E-01
   174 3.52777E-01  8.77279E-01  5.82018E-01  3.14207E-01
   175 3.51299E-01  8.77222E-01  5.81831E-01  3.12731E-01
   176 3.49836E-01  8.77165E-01  5.81650E-01  3.11270E-01
   177 3.48386E-01  8.77110E-01  5.81473E-01  3.09825E-01
   178 3.46951E-01  8.77057E-01  5.81301E-01  3.08397E-01
   179 3.45530E-01  8.77004E-01  5.81133E-01  3.06983E-01
   180 3.44123E-01  8.76953E-01  5.80969E-01  3.05585E-01
   181 3.42730E-01  8.76903E-01  5.80810E-01  3.04203E-01
   182 3.41350E-01  8.76855E-01  5.80655E-01  3.02836E-01
   183 3.39984E-01  8.76807E-01  5.80505E-01  3.01484E-01
   184 3.38632E-01  8.76761E-01  5.80358E-01  3.00147E-01
   185 3.37293E-01  8.76715E-01  5.80215E-01  2.98825E-01
   186 3.35967E-01  8.76671E-01  5.80075E-01  2.97518E-01
   187 3.34654E-01  8.76628E-01  5.79940E-01  2.96225E-01
   188 3.33354E-01  8.76586E-01  5.79807E-01  2.94947E-01
   189 3.32068E-01  8.76545E-01  5.79679E-01  2.93684E-01
   190 3.30794E-01  8.76505E-01  5.79553E-01  2.92434E-01
   191 3.29533E-01  8.76466E-01  5.79431E-01  2.91199E-01
   192 3.28284E-01  8.76428E-01  5.79312E-01  2.89978E-01
   193 3.27048E-01  8.76391E-01  5.79197E-01  2.88771E-01
   194 3.25825E-01  8.76355E-01  5.79084E-01  2.87578E-01
   195 3.24614E-01  8.76319E-01  5.78974E-01  2.86398E-01
   196 3.23415E-01  8.76285E-01  5.78867E-01  2.85233E-01
   197 3.22228E-01  8.76251E-01  5.78763E-01  2.84080E-01
   198 3.21053E-01  8.76218E-01  5.78661E-01  2.82941E-01
   199 3.19891E-01  8.76186E-01  5.78562E-01  2.81816E-01
   200 3.18740E-01  8.76155E-01  5.78466E-01  2.80703E-01
