"rho","rhou","rhov","E","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,6.600000381470e+00,-1.339999961853e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,6.800000190735e+00,-1.319999980927e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,7.000000000000e+00,-1.300000000000e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,7.199999809265e+00,-1.280000019073e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,7.399999618530e+00,-1.260000038147e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,7.600000381470e+00,-1.239999961853e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,7.800000190735e+00,-1.219999980927e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,8.000000000000e+00,-1.200000000000e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,8.199999809265e+00,-1.180000019073e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,8.399999618530e+00,-1.160000038147e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,8.600000381470e+00,-1.139999961853e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,8.800000190735e+00,-1.119999980927e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,9.000000000000e+00,-1.100000000000e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,9.199999809265e+00,-1.080000019073e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,9.399999618530e+00,-1.060000038147e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,9.600000381470e+00,-1.039999961853e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,9.800000190735e+00,-1.019999980927e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.000000000000e+01,-1.000000000000e+01,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.019999980927e+01,-9.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.039999961853e+01,-9.600000381470e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.060000038147e+01,-9.399999618530e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.080000019073e+01,-9.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.100000000000e+01,-9.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.119999980927e+01,-8.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.139999961853e+01,-8.600000381470e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.160000038147e+01,-8.399999618530e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.180000019073e+01,-8.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.200000000000e+01,-8.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.219999980927e+01,-7.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.239999961853e+01,-7.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.260000038147e+01,-7.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.280000019073e+01,-7.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.300000000000e+01,-7.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.319999980927e+01,-6.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.339999961853e+01,-6.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.360000038147e+01,-6.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.380000019073e+01,-6.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.400000000000e+01,-6.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.419999980927e+01,-5.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.439999961853e+01,-5.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.460000038147e+01,-5.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.480000019073e+01,-5.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.500000000000e+01,-5.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.519999980927e+01,-4.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.539999961853e+01,-4.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.560000038147e+01,-4.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000000000000e+00,2.000000000000e+00,2.000000000000e+00,5.785714149475e+00,1,1.580000019073e+01,-4.199999809265e+00,1.000000000000e+01,0.000000000000e+00
9.999999403954e-01,1.999999880791e+00,2.000000000000e+00,5.785714149475e+00,1,1.600000000000e+01,-4.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.999998211861e-01,1.999999761581e+00,1.999999880791e+00,5.785714149475e+00,1,1.620000076294e+01,-3.799999952316e+00,1.000000000000e+01,0.000000000000e+00
9.999995827675e-01,1.999999642372e+00,1.999999761581e+00,5.785713672638e+00,1,1.639999961853e+01,-3.599999904633e+00,1.000000000000e+01,0.000000000000e+00
9.999994039536e-01,1.999999403954e+00,2.000000000000e+00,5.785714149475e+00,1,1.660000038147e+01,-3.400000095367e+00,1.000000000000e+01,0.000000000000e+00
9.999994635582e-01,1.999999523163e+00,2.000001192093e+00,5.785716533661e+00,1,1.679999923706e+01,-3.200000047684e+00,1.000000000000e+01,0.000000000000e+00
1.000000238419e+00,2.000000238419e+00,2.000004291534e+00,5.785723209381e+00,1,1.700000000000e+01,-3.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000002145767e+00,2.000002145767e+00,2.000010490417e+00,5.785736560822e+00,1,1.720000076294e+01,-2.799999952316e+00,1.000000000000e+01,0.000000000000e+00
1.000005364418e+00,2.000005245209e+00,2.000020742416e+00,5.785758018494e+00,1,1.739999961853e+01,-2.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000009655952e+00,2.000009536743e+00,2.000033617020e+00,5.785786151886e+00,1,1.760000038147e+01,-2.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000013113022e+00,2.000012874603e+00,2.000045537949e+00,5.785811901093e+00,1,1.779999923706e+01,-2.200000047684e+00,1.000000000000e+01,0.000000000000e+00
1.000012278557e+00,2.000011920929e+00,2.000048875809e+00,5.785817146301e+00,1,1.800000000000e+01,-2.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000001192093e+00,2.000000715256e+00,2.000030517578e+00,5.785775184631e+00,1,1.820000076294e+01,-1.799999952316e+00,1.000000000000e+01,0.000000000000e+00
9.999729394913e-01,1.999972701073e+00,1.999975919724e+00,5.785652160645e+00,1,1.839999961853e+01,-1.600000023842e+00,1.000000000000e+01,0.000000000000e+00
9.999214410782e-01,1.999921560287e+00,1.999871492386e+00,5.785418033600e+00,1,1.860000038147e+01,-1.399999976158e+00,1.000000000000e+01,0.000000000000e+00
9.998445510864e-01,1.999845504761e+00,1.999712467194e+00,5.785063266754e+00,1,1.879999923706e+01,-1.200000047684e+00,1.000000000000e+01,0.000000000000e+00
9.997481703758e-01,1.999750733376e+00,1.999510765076e+00,5.784615039825e+00,1,1.900000000000e+01,-1.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.996482133865e-01,1.999653100967e+00,1.999299049377e+00,5.784146308899e+00,1,1.920000076294e+01,-8.000000119209e-01,1.000000000000e+01,0.000000000000e+00
9.995689988136e-01,1.999576926231e+00,1.999127268791e+00,5.783769607544e+00,1,1.939999961853e+01,-6.000000238419e-01,1.000000000000e+01,0.000000000000e+00
9.995363354683e-01,1.999547839165e+00,1.999049067497e+00,5.783603668213e+00,1,1.960000038147e+01,-4.000000059605e-01,1.000000000000e+01,0.000000000000e+00
9.995671510696e-01,1.999582052231e+00,1.999099254608e+00,5.783726692200e+00,1,1.979999923706e+01,-2.000000029802e-01,1.000000000000e+01,0.000000000000e+00
9.996588230133e-01,1.999676465988e+00,1.999273777008e+00,5.784126758575e+00,1,2.000000000000e+01,0.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.997850656509e-01,1.999804258347e+00,1.999519944191e+00,5.784685134888e+00,1,2.020000076294e+01,2.000000029802e-01,1.000000000000e+01,0.000000000000e+00
9.999020695686e-01,1.999921441078e+00,1.999749422073e+00,5.785202980042e+00,1,2.039999961853e+01,4.000000059605e-01,1.000000000000e+01,0.000000000000e+00
9.999644160271e-01,1.999982953072e+00,1.999870181084e+00,5.785473823547e+00,1,2.060000038147e+01,6.000000238419e-01,1.000000000000e+01,0.000000000000e+00
9.999444484711e-01,1.999961733818e+00,1.999825716019e+00,5.785372257233e+00,1,2.079999923706e+01,8.000000119209e-01,1.000000000000e+01,0.000000000000e+00
9.998458027840e-01,1.999862194061e+00,1.999622344971e+00,5.784914493561e+00,1,2.100000000000e+01,1.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.997038245201e-01,1.999720215797e+00,1.999330520630e+00,5.784260272980e+00,1,2.120000076294e+01,1.200000047684e+00,1.000000000000e+01,0.000000000000e+00
9.995718002319e-01,1.999589323997e+00,1.999057650566e+00,5.783650398254e+00,1,2.139999961853e+01,1.399999976158e+00,1.000000000000e+01,0.000000000000e+00
9.994994401932e-01,1.999518394470e+00,1.998903751373e+00,5.783309459686e+00,1,2.160000038147e+01,1.600000023842e+00,1.000000000000e+01,0.000000000000e+00
9.995129704475e-01,1.999532699585e+00,1.998922348022e+00,5.783355236053e+00,1,2.179999923706e+01,1.799999952316e+00,1.000000000000e+01,0.000000000000e+00
9.996064305305e-01,1.999625086784e+00,1.999102473259e+00,5.783760070801e+00,1,2.200000000000e+01,2.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.997473359108e-01,1.999762058258e+00,1.999379515648e+00,5.784376621246e+00,1,2.220000076294e+01,2.200000047684e+00,1.000000000000e+01,0.000000000000e+00
9.998927116394e-01,1.999899983406e+00,1.999667167664e+00,5.785009860992e+00,1,2.239999961853e+01,2.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000007152557e+00,2.000003099442e+00,1.999894022942e+00,5.785498142242e+00,1,2.260000038147e+01,2.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000073909760e+00,2.000055074692e+00,2.000025749207e+00,5.785765171051e+00,1,2.279999923706e+01,2.799999952316e+00,1.000000000000e+01,0.000000000000e+00
1.000095963478e+00,2.000059127808e+00,2.000067472458e+00,5.785823822021e+00,1,2.300000000000e+01,3.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000088691711e+00,2.000030279160e+00,2.000049829483e+00,5.785741806030e+00,1,2.320000076294e+01,3.200000047684e+00,1.000000000000e+01,0.000000000000e+00
1.000069260597e+00,1.999986052513e+00,2.000007390976e+00,5.785596847534e+00,1,2.339999961853e+01,3.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000049710274e+00,1.999937653542e+00,1.999963998795e+00,5.785442829132e+00,1,2.360000038147e+01,3.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000034093857e+00,1.999888896942e+00,1.999929308891e+00,5.785299777985e+00,1,2.379999923706e+01,3.799999952316e+00,1.000000000000e+01,0.000000000000e+00
1.000021696091e+00,1.999838232994e+00,1.999902725220e+00,5.785163879395e+00,1,2.400000000000e+01,4.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000010848045e+00,1.999783039093e+00,1.999881744385e+00,5.785027503967e+00,1,2.420000076294e+01,4.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000001907349e+00,1.999722480774e+00,1.999867558479e+00,5.784891605377e+00,1,2.439999961853e+01,4.400000095367e+00,1.000000000000e+01,0.000000000000e+00
9.999979734421e-01,1.999657988548e+00,1.999865889549e+00,5.784765243530e+00,1,2.460000038147e+01,4.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000003933907e+00,1.999592185020e+00,1.999881863594e+00,5.784657478333e+00,1,2.479999923706e+01,4.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000023722649e+00,1.999526262283e+00,1.999912023544e+00,5.784557342529e+00,1,2.500000000000e+01,5.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000059843063e+00,1.999459505081e+00,1.999933362007e+00,5.784412384033e+00,1,2.520000076294e+01,5.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000112891197e+00,1.999389052391e+00,1.999888300896e+00,5.784097671509e+00,1,2.539999961853e+01,5.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000182747841e+00,1.999311089516e+00,1.999661803246e+00,5.783371448517e+00,1,2.560000038147e+01,5.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000268936157e+00,1.999220490456e+00,1.999045133591e+00,5.781802177429e+00,1,2.579999923706e+01,5.800000190735e+00,1.000000000000e+01,0.000000000000e+00
1.000369071960e+00,1.999106168747e+00,1.997682452202e+00,5.778661727905e+00,1,2.600000000000e+01,6.000000000000e+00,1.000000000000e+01,0.000000000000e+00
1.000473618507e+00,1.998938083649e+00,1.994998574257e+00,5.772782325745e+00,1,2.620000076294e+01,6.199999809265e+00,1.000000000000e+01,0.000000000000e+00
1.000556468964e+00,1.998646378517e+00,1.990115284920e+00,5.762388706207e+00,1,2.639999961853e+01,6.400000095367e+00,1.000000000000e+01,0.000000000000e+00
1.000562310219e+00,1.998093605042e+00,1.981773853302e+00,5.744954586029e+00,1,2.660000038147e+01,6.599999904633e+00,1.000000000000e+01,0.000000000000e+00
1.000394582748e+00,1.997050404549e+00,1.968292593956e+00,5.717136859894e+00,1,2.679999923706e+01,6.800000190735e+00,1.000000000000e+01,0.000000000000e+00
9.999102950096e-01,1.995190858841e+00,1.947595834732e+00,5.674878597260e+00,1,2.700000000000e+01,7.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.989184737206e-01,1.992111682892e+00,1.917343735695e+00,5.613730907440e+00,1,2.720000076294e+01,7.199999809265e+00,1.000000000000e+01,0.000000000000e+00
9.971722960472e-01,1.987357497215e+00,1.875174283981e+00,5.529378414154e+00,1,2.739999961853e+01,7.400000095367e+00,1.000000000000e+01,0.000000000000e+00
9.943179488182e-01,1.980373263359e+00,1.819038987160e+00,5.418225765228e+00,1,2.760000038147e+01,7.599999904633e+00,1.000000000000e+01,0.000000000000e+00
9.897496700287e-01,1.970251202583e+00,1.747581601143e+00,5.277722835541e+00,1,2.779999923706e+01,7.800000190735e+00,1.000000000000e+01,0.000000000000e+00
9.823301434517e-01,1.955143690109e+00,1.660471677780e+00,5.106013774872e+00,1,2.800000000000e+01,8.000000000000e+00,1.000000000000e+01,0.000000000000e+00
9.700188636780e-01,1.931392073631e+00,1.558582425117e+00,4.900694370270e+00,1,2.820000076294e+01,8.199999809265e+00,1.000000000000e+01,0.000000000000e+00
9.496117234230e-01,1.892818927765e+00,1.443947196007e+00,4.657207012177e+00,1,2.839999961853e+01,8.399999618530e+00,1.000000000000e+01,0.000000000000e+00
9.169328808784e-01,1.830981373787e+00,1.319542527199e+00,4.368382453918e+00,1,2.860000038147e+01,8.600000381470e+00,1.000000000000e+01,0.000000000000e+00
8.677287101746e-01,1.736999154091e+00,1.189049005508e+00,4.026702880859e+00,1,2.879999923706e+01,8.800000190735e+00,1.000000000000e+01,0.000000000000e+00
7.991592288017e-01,1.604743957520e+00,1.056755781174e+00,3.629543542862e+00,1,2.900000000000e+01,9.000000000000e+00,1.000000000000e+01,0.000000000000e+00
7.114645838737e-01,1.434383869171e+00,9.277666211128e-01,3.185851573944e+00,1,2.920000076294e+01,9.199999809265e+00,1.000000000000e+01,0.000000000000e+00
6.094738841057e-01,1.235403656960e+00,8.087963461876e-01,2.722454309464e+00,1,2.939999961853e+01,9.399999618530e+00,1.000000000000e+01,0.000000000000e+00
5.041152238846e-01,1.029546141624e+00,7.104831933975e-01,2.291103601456e+00,1,2.960000038147e+01,9.600000381470e+00,1.000000000000e+01,0.000000000000e+00
4.135915935040e-01,8.534696102142e-01,6.523938775063e-01,1.977872133255e+00,1,2.979999923706e+01,9.800000190735e+00,1.000000000000e+01,0.000000000000e+00
3.605832159519e-01,7.526926398277e-01,6.667575240135e-01,1.898724913597e+00,1,3.000000000000e+01,1.000000000000e+01,1.000000000000e+01,0.000000000000e+00
3.615109026432e-01,7.578319311142e-01,7.864571809769e-01,2.148799419403e+00,1,3.020000076294e+01,1.019999980927e+01,1.000000000000e+01,0.000000000000e+00
4.149975776672e-01,8.629367351532e-01,1.014513373375e+00,2.725150346756e+00,1,3.039999961853e+01,1.039999961853e+01,1.000000000000e+01,0.000000000000e+00
5.032771825790e-01,1.033028602600e+00,1.311879754066e+00,3.512813568115e+00,1,3.060000038147e+01,1.060000038147e+01,1.000000000000e+01,0.000000000000e+00
6.045895218849e-01,1.227691411972e+00,1.622387290001e+00,4.354787349701e+00,1,3.079999923706e+01,1.080000019073e+01,1.000000000000e+01,0.000000000000e+00
7.024367451668e-01,1.415822386742e+00,1.899938583374e+00,5.120905876160e+00,1,3.100000000000e+01,1.100000000000e+01,1.000000000000e+01,0.000000000000e+00
7.872379422188e-01,1.578522324562e+00,2.116997718811e+00,5.730896472931e+00,1,3.120000076294e+01,1.119999980927e+01,1.000000000000e+01,0.000000000000e+00
8.548337221146e-01,1.707346200943e+00,2.262817859650e+00,6.151517391205e+00,1,3.139999961853e+01,1.139999961853e+01,1.000000000000e+01,0.000000000000e+00
9.049586653709e-01,1.801853775978e+00,2.339821100235e+00,6.387344837189e+00,1,3.160000038147e+01,1.160000038147e+01,1.000000000000e+01,0.000000000000e+00
9.399459362030e-01,1.866955399513e+00,2.359494209290e+00,6.469099044800e+00,1,3.179999923706e+01,1.180000019073e+01,1.000000000000e+01,0.000000000000e+00
9.633988738060e-01,1.910089850426e+00,2.337777137756e+00,6.440362453461e+00,1,3.200000000000e+01,1.200000000000e+01,1.000000000000e+01,0.000000000000e+00
9.789704680443e-01,1.938716173172e+00,2.290869474411e+00,6.345535755157e+00,1,3.220000076294e+01,1.219999980927e+01,1.000000000000e+01,0.000000000000e+00
9.895378947258e-01,1.958649873734e+00,2.232430219650e+00,6.221737861633e+00,1,3.240000152588e+01,1.239999961853e+01,1.000000000000e+01,0.000000000000e+00
9.969002604485e-01,1.973445057869e+00,2.172446250916e+00,6.095383167267e+00,1,3.259999847412e+01,1.260000038147e+01,1.000000000000e+01,0.000000000000e+00
1.001920104027e+00,1.984665870667e+00,2.117367267609e+00,5.982433319092e+00,1,3.279999923706e+01,1.280000019073e+01,1.000000000000e+01,0.000000000000e+00
1.004909873009e+00,1.992665052414e+00,2.070853233337e+00,5.890631198883e+00,1,3.300000000000e+01,1.300000000000e+01,1.000000000000e+01,0.000000000000e+00
1.006042122841e+00,1.997439742088e+00,2.034580707550e+00,5.822210311890e+00,1,3.320000076294e+01,1.319999980927e+01,1.000000000000e+01,0.000000000000e+00
1.005619287491e+00,1.999235868454e+00,2.008836984634e+00,5.776136875153e+00,1,3.340000152588e+01,1.339999961853e+01,1.000000000000e+01,0.000000000000e+00
