"rho","rhou","rhov","E","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.004144072533e+00,1.998753428459e+00,1.992880225182e+00,5.749574661255e+00,1,3.359999847412e+01,1.360000038147e+01,1.000000000000e+01,0.000000000000e+00
1.002224564552e+00,1.997005581856e+00,1.985182046890e+00,5.738690853119e+00,1,3.379999923706e+01,1.380000019073e+01,1.000000000000e+01,0.000000000000e+00
1.000412702560e+00,1.995009541512e+00,1.983682394028e+00,5.739124774933e+00,1,3.400000000000e+01,1.400000000000e+01,1.000000000000e+01,0.000000000000e+00
9.990726113319e-01,1.993509054184e+00,1.986109256744e+00,5.746432304382e+00,1,3.420000076294e+01,1.419999980927e+01,1.000000000000e+01,0.000000000000e+00
9.983353018761e-01,1.992847204208e+00,1.990338206291e+00,5.756595134735e+00,1,3.440000152588e+01,1.439999961853e+01,1.000000000000e+01,0.000000000000e+00
9.981371760368e-01,1.993002891541e+00,1.994700074196e+00,5.766510009766e+00,1,3.459999847412e+01,1.460000038147e+01,1.000000000000e+01,0.000000000000e+00
9.983047842979e-01,1.993726372719e+00,1.998151898384e+00,5.774277687073e+00,1,3.479999923706e+01,1.480000019073e+01,1.000000000000e+01,0.000000000000e+00
9.986415505409e-01,1.994695067406e+00,2.000275611877e+00,5.779189586639e+00,1,3.500000000000e+01,1.500000000000e+01,1.000000000000e+01,0.000000000000e+00
9.989878535271e-01,1.995631694794e+00,2.001136541367e+00,5.781451702118e+00,1,3.520000076294e+01,1.519999980927e+01,1.000000000000e+01,0.000000000000e+00
9.992484450340e-01,1.996364593506e+00,2.001075744629e+00,5.781786918640e+00,1,3.540000152588e+01,1.539999961853e+01,1.000000000000e+01,0.000000000000e+00
9.993915557861e-01,1.996836066246e+00,2.000514030457e+00,5.781051635742e+00,1,3.559999847412e+01,1.560000038147e+01,1.000000000000e+01,0.000000000000e+00
9.994314908981e-01,1.997076511383e+00,1.999811410904e+00,5.779973983765e+00,1,3.579999923706e+01,1.580000019073e+01,1.000000000000e+01,0.000000000000e+00
9.994060993195e-01,1.997163414955e+00,1.999202132225e+00,5.779032230377e+00,1,3.600000000000e+01,1.600000000000e+01,1.000000000000e+01,0.000000000000e+00
9.993571639061e-01,1.997184872627e+00,1.998791456223e+00,5.778455257416e+00,1,3.620000076294e+01,1.620000076294e+01,1.000000000000e+01,0.000000000000e+00
9.993175268173e-01,1.997213721275e+00,1.998588800430e+00,5.778286933899e+00,1,3.640000152588e+01,1.639999961853e+01,1.000000000000e+01,0.000000000000e+00
9.993067383766e-01,1.997297286987e+00,1.998552918434e+00,5.778475761414e+00,1,3.659999847412e+01,1.660000038147e+01,1.000000000000e+01,0.000000000000e+00
9.993321299553e-01,1.997458338737e+00,1.998629331589e+00,5.778943538666e+00,1,3.679999923706e+01,1.679999923706e+01,1.000000000000e+01,0.000000000000e+00
9.993919134140e-01,1.997699379921e+00,1.998772859573e+00,5.779619693756e+00,1,3.700000000000e+01,1.700000000000e+01,1.000000000000e+01,0.000000000000e+00
9.994790554047e-01,1.998007535934e+00,1.998953104019e+00,5.780447959900e+00,1,3.720000076294e+01,1.720000076294e+01,1.000000000000e+01,0.000000000000e+00
9.995826482773e-01,1.998357653618e+00,1.999149441719e+00,5.781366348267e+00,1,3.740000152588e+01,1.739999961853e+01,1.000000000000e+01,0.000000000000e+00
9.996890425682e-01,1.998712539673e+00,1.999343395233e+00,5.782291412354e+00,1,3.759999847412e+01,1.760000038147e+01,1.000000000000e+01,0.000000000000e+00
9.997824430466e-01,1.999026179314e+00,1.999512076378e+00,5.783110618591e+00,1,3.779999923706e+01,1.779999923706e+01,1.000000000000e+01,0.000000000000e+00
9.998461008072e-01,1.999248266220e+00,1.999627828598e+00,5.783690929413e+00,1,3.800000000000e+01,1.800000000000e+01,1.000000000000e+01,0.000000000000e+00
9.998651146889e-01,1.999333977699e+00,1.999662995338e+00,5.783906459808e+00,1,3.820000076294e+01,1.820000076294e+01,1.000000000000e+01,0.000000000000e+00
9.998296499252e-01,1.999253988266e+00,1.999597668648e+00,5.783671855927e+00,1,3.840000152588e+01,1.839999961853e+01,1.000000000000e+01,0.000000000000e+00
9.997383356094e-01,1.999004602432e+00,1.999427437782e+00,5.782971382141e+00,1,3.859999847412e+01,1.860000038147e+01,1.000000000000e+01,0.000000000000e+00
9.995996952057e-01,1.998612284660e+00,1.999167203903e+00,5.781875133514e+00,1,3.879999923706e+01,1.879999923706e+01,1.000000000000e+01,0.000000000000e+00
9.994319677353e-01,1.998131394386e+00,1.998851656914e+00,5.780532836914e+00,1,3.900000000000e+01,1.900000000000e+01,1.000000000000e+01,0.000000000000e+00
9.992563128471e-01,1.997632145882e+00,1.998521089554e+00,5.779144763947e+00,1,3.920000076294e+01,1.920000076294e+01,1.000000000000e+01,0.000000000000e+00
9.991098046303e-01,1.997202754021e+00,1.998248696327e+00,5.777916431427e+00,1,3.940000152588e+01,1.939999961853e+01,1.000000000000e+01,0.000000000000e+00
9.989818930626e-01,1.996857285500e+00,1.998008251190e+00,5.777153491974e+00,1,3.959999847412e+01,1.960000038147e+01,1.000000000000e+01,0.000000000000e+00
9.988937377930e-01,1.996764421463e+00,1.997850656509e+00,5.775769233704e+00,1,3.979999923706e+01,1.979999923706e+01,1.000000000000e+01,0.000000000000e+00
9.993313550949e-01,1.996724724770e+00,1.998729109764e+00,5.781383037567e+00,1,4.000000000000e+01,2.000000000000e+01,1.000000000000e+01,0.000000000000e+00
